source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[treatment]	characteristics[cell cycle phase]	characteristics[cell viability]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell cycle phase]
HeLa_SC_UBa_20201010_064	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_064	1	46	run 132	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_64_S3-F10_1_4157.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_065	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_065	1	47	run 133	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_65_S3-F11_1_4158.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_067	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_067	1	48	run 134	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_67_S3-G2_1_4161.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_068	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_068	1	49	run 135	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_68_S3-G3_1_4162.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_069	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_069	1	50	run 136	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_69_S3-G4_1_4163.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_070	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_070	1	51	run 137	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_70_S3-G5_1_4164.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_071	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_071	1	52	run 138	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_71_S3-G6_1_4165.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_072	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_072	1	53	run 139	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_72_S3-G7_1_4166.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_073	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_073	1	54	run 140	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_73_S3-G8_1_4167.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_074	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_074	1	55	run 141	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_74_S3-G9_1_4168.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_075	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_075	1	56	run 142	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_75_S3-G10_1_4169.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_078	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_078	1	57	run 143	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_78_S3-H2_1_4173.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_079	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_079	1	58	run 144	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_79_S3-H3_1_4174.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_080	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_080	1	59	run 145	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_80_S3-H4_1_4175.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_081	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_081	1	60	run 146	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_81_S3-H5_1_4176.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_082	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_082	1	61	run 147	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_82_S3-H6_1_4177.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_084	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_084	1	62	run 148	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_84_S3-H8_1_4179.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_085	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_085	1	63	run 149	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_85_S3-H9_1_4180.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_086	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_086	1	64	run 150	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_86_S3-H10_1_4181.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_UBa_20201010_087	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not determined	live	NT=single cell;AC=PRIDE:0000897	FACS	UBa_20201010_087	1	65	run 151	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	unsynchronized_culture_1	1	1	20201010_TIMS04_Evo07_AnBr_1Cell_HeLa_UB_87_S3-H11_1_4182.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not determined
HeLa_SC_G2_20201113_002	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Thymidine;AC=NCIT:C880	G2	live	NT=single cell;AC=PRIDE:0000897	FACS	G2_20201113_002	1	1	run 152	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201113_TIMS04_Evo07_SA_ADB_1cell_HeLa_G2_02_S4-B2_1_4607.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G2
HeLa_SC_G2_20201113_003	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Thymidine;AC=NCIT:C880	G2	live	NT=single cell;AC=PRIDE:0000897	FACS	G2_20201113_003	1	2	run 153	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201113_TIMS04_Evo07_SA_ADB_1cell_HeLa_G2_03_S4-B3_1_4608.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G2
