source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
EB_SC_41	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_41	1	41	run 56	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_42	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_42	1	42	run 57	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_43	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_43	1	43	run 58	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_44	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_44	1	44	run 59	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_45	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_45	1	45	run 60	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_46	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_46	1	46	run 61	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_47	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_47	1	47	run 62	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_48	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_48	1	48	run 63	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_49	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_49	1	49	run 64	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_50	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_50	1	50	run 65	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_51	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_51	1	51	run 66	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_52	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_52	1	52	run 67	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_53	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_53	1	53	run 68	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_54	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_54	1	54	run 69	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_55	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_55	1	55	run 70	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_56	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_56	1	56	run 71	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_57	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_57	1	57	run 72	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_58	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_58	1	58	run 73	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_59	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_59	1	59	run 74	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_61	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_61	1	60	run 75	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_62	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_62	1	61	run 76	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_63	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_63	1	62	run 77	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_64	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_64	1	63	run 78	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_65	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_65	1	64	run 79	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_66	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_66	1	65	run 80	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_67	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_67	1	66	run 81	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_68	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_68	1	67	run 82	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_69	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_69	1	68	run 83	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
