source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[enrichment marker]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[facs sorting mode]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cells per well]	factor value[cell type]
HeLa_facs_100cell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	100	not available	3	AutoPOTS_FACS_HeLa100cells_F23	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa100cells_F23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	100	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_500cell_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	500	not available	1	AutoPOTS_FACS_HeLa500cells_H13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa500cells_H13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	500	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_500cell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	500	not available	2	AutoPOTS_FACS_HeLa500cells_H20	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa500cells_H20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	500	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_500cell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	500	not available	3	AutoPOTS_FACS_HeLa500cells_H22	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa500cells_H22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	500	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_blank_1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not available	not applicable	not applicable	NT=negative control;AC=PRIDE:0000905	not applicable	not applicable	0	not applicable	1	AutoPOTS_FACS_HeLaSupernatant_D4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not applicable	1	1	AutoPOTS_FACS_HeLaSupernatant_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	0	not applicable
HeLa_facs_blank_2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not available	not applicable	not applicable	NT=negative control;AC=PRIDE:0000905	not applicable	not applicable	0	not applicable	2	AutoPOTS_FACS_HeLaSupernatant_D10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not applicable	1	1	AutoPOTS_FACS_HeLaSupernatant_D10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	0	not applicable
HeLa_facs_blank_3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not available	not applicable	not applicable	NT=negative control;AC=PRIDE:0000905	not applicable	not applicable	0	not applicable	3	AutoPOTS_FACS_HeLaSupernatant_D11	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not applicable	1	1	AutoPOTS_FACS_HeLaSupernatant_D11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	0	not applicable
Subject1_Bcell_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=B cell;AC=CL:0000236	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD19+PI-	1	Subject1_FACS145_B_C9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_B_C9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=B cell;AC=CL:0000236
Subject1_Bcell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=B cell;AC=CL:0000236	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD19+PI-	2	Subject1_FACS145_B_C10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_B_C10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=B cell;AC=CL:0000236
Subject1_Bcell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=B cell;AC=CL:0000236	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD19+PI-	3	Subject1_FACS145_B_C11	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_B_C11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=B cell;AC=CL:0000236
Subject1_Bcell_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=B cell;AC=CL:0000236	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD19+PI-	4	Subject1_FACS145_B_C12	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_B_C12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=B cell;AC=CL:0000236
Subject1_Bcell_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=B cell;AC=CL:0000236	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD19+PI-	5	Subject1_FACS145_B_C13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_B_C13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=B cell;AC=CL:0000236
Subject1_Tcell_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD3+PI-	1	Subject1_FACS145_T_D9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_T_D9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=T cell;AC=CL:0000084
Subject1_Tcell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD3+PI-	2	Subject1_FACS145_T_D10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_T_D10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=T cell;AC=CL:0000084
Subject1_Tcell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD3+PI-	3	Subject1_FACS145_T_D11	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_T_D11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=T cell;AC=CL:0000084
Subject1_Tcell_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD3+PI-	4	Subject1_FACS145_T_D12	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_T_D12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=T cell;AC=CL:0000084
Subject1_Tcell_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=normal;AC=PATO:0000461	cell	not available	not available	male	Subject1	not available	FACS	not applicable	145	CD3+PI-	5	Subject1_FACS145_T_D13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	5 ppm	not applicable	not applicable	purity	1	1	Subject1_FACS145_T_D13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	145	NT=T cell;AC=CL:0000084
