source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[enrichment marker]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
Liver_gate7_31	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_31	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	31	run 283	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_32	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_32	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	32	run 284	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_33	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_33	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	33	run 285	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_34	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_34	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	34	run 286	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_35	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_35	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	35	run 287	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_29	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_29	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	29	run 288	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_30	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_30	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	30	run 289	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_G9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_24	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_24	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	24	run 290	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_25	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_25	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	25	run 291	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_26	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_26	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	26	run 292	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_27	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_27	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	27	run 293	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_28	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_28	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	28	run 294	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_29	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_29	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	29	run 295	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_22	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_22	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	22	run 296	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate8_23	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate8_23	1	CD73 and E-cadherin; FACS zonation gate 8 of 8 (pericentral/central-vein to periportal/portal-vein axis)	23	run 297	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250122_liver_sc_IO15_DIA_24min_20Th-40ms_plate4_H8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate1_29	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate1_29	1	CD73 and E-cadherin; FACS zonation gate 1 of 8 (pericentral/central-vein to periportal/portal-vein axis)	29	run 298	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-A10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate1_30	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate1_30	1	CD73 and E-cadherin; FACS zonation gate 1 of 8 (pericentral/central-vein to periportal/portal-vein axis)	30	run 299	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-A11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate1_31	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate1_31	1	CD73 and E-cadherin; FACS zonation gate 1 of 8 (pericentral/central-vein to periportal/portal-vein axis)	31	run 300	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-A13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate1_32	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate1_32	1	CD73 and E-cadherin; FACS zonation gate 1 of 8 (pericentral/central-vein to periportal/portal-vein axis)	32	run 301	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-A14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate2_27	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate2_27	1	CD73 and E-cadherin; FACS zonation gate 2 of 8 (pericentral/central-vein to periportal/portal-vein axis)	27	run 302	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-B10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate2_28	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate2_28	1	CD73 and E-cadherin; FACS zonation gate 2 of 8 (pericentral/central-vein to periportal/portal-vein axis)	28	run 303	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-B11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate2_29	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate2_29	1	CD73 and E-cadherin; FACS zonation gate 2 of 8 (pericentral/central-vein to periportal/portal-vein axis)	29	run 304	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250212_liver_sc_IO15_DIA_24min_20Th-40ms_plate1-B12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
