source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
U2OS_SC_control_20230626_46_D1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	46_D1	1	41	run 85	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_46_D1_1_14173.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_47_E1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	47_E1	1	42	run 86	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_47_E1_1_14174.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_48_F1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	48_F1	1	43	run 87	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_48_F1_1_14175.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_49_G1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	49_G1	1	44	run 88	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_49_G1_1_14176.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_IFNy_20230629_01_A12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	1	run 89	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_01_A12_1_14179.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_02_B12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	2	run 90	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_02_B12_1_14180.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_03_C12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	3	run 91	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_03_C12_1_14182.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_04_D12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	4	run 92	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_04_D12_1_14183.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_05_E12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	5	run 93	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_05_E12_1_14191.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_06_F12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	6	run 94	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_06_F12_1_14192.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_07_G12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	7	run 95	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_07_G12_1_14194.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_IFNy_20230629_08_H12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	not available	FACS	not applicable	10	8	run 96	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_IFNy_08_H12_1_14195.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_10SC_control_20230629_01_A11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	1	run 97	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_01_A11_1_14185.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_02_B11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	2	run 98	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_02_B11_1_14186.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_03_C11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	3	run 99	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_03_C11_1_14188.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_04_D11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	4	run 100	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_04_D11_1_14189.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_05_E11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	5	run 101	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_05_E11_1_14197.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_06_F11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	6	run 102	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_06_F11_1_14198.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_07_G11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	7	run 103	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_07_G11_1_14200.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_10SC_control_20230629_08_H11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	not available	FACS	not applicable	10	8	run 104	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230629_KK_10SC_control_08_H11_1_14201.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_IFNy_20230630_51_A7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	51_A7	1	45	run 105	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_51_A7_1_14204.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_52_B7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	52_B7	1	46	run 106	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_52_B7_1_14205.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_53_C7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	53_C7	1	47	run 107	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_53_C7_1_14206.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_54_D7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	54_D7	1	48	run 108	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_54_D7_1_14207.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_55_E7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	55_E7	1	49	run 109	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_55_E7_1_14208.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_56_F7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	56_F7	1	50	run 110	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_56_F7_1_14209.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_57_G7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	57_G7	1	51	run 111	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_57_G7_1_14210.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230630_58_H7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	58_H7	1	52	run 112	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230630_KK_SC_IFNy_58_H7_1_14211.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
