source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
U2OS_SC_IFNy_20230626_30_D8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	30_D8	1	27	run 27	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_30_D8_1_14128.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_31_E8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	31_E8	1	28	run 28	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_31_E8_1_14129.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_32_F8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	32_F8	1	29	run 29	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_32_F8_1_14130.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_33_G8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	33_G8	1	30	run 30	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_33_G8_1_14131.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_35_A9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	35_A9	1	31	run 31	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_35_A9_1_14143.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_36_B9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	36_B9	1	32	run 32	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_36_B9_1_14144.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_37_C9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	37_C9	1	33	run 33	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_37_C9_1_14145.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_38_D9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	38_D9	1	34	run 34	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_38_D9_1_14146.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_39_E9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	39_E9	1	35	run 35	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_39_E9_1_14147.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_40_F9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	40_F9	1	36	run 36	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_40_F9_1_14148.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_41_G9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	41_G9	1	37	run 37	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_41_G9_1_14149.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_42_H9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	42_H9	1	38	run 38	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_42_H9_1_14150.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_43_A10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	43_A10	1	39	run 39	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_43_A10_1_14161.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_44_B10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	44_B10	1	40	run 40	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_44_B10_1_14162.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_45_C10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	45_C10	1	41	run 41	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_45_C10_1_14163.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_46_D10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	46_D10	1	42	run 42	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_46_D10_1_14164.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_47_E10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	47_E10	1	43	run 43	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_47_E10_1_14165.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_IFNy_20230626_49_G10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	NT=Recombinant Interferon Gamma;AC=NCIT:C583	single cell	FACS	49_G10	1	44	run 44	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_IFNy_49_G10_1_14167.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=Recombinant Interferon Gamma;AC=NCIT:C583
U2OS_SC_control_20230626_01_A6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	01_A6	1	1	run 45	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_01_A6_1_14065.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_02_B6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	02_B6	1	2	run 46	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_02_B6_1_14066.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_03_C6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	03_C6	1	3	run 47	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_03_C6_1_14067.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_04_D6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	04_D6	1	4	run 48	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_04_D6_1_14068.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_05_E6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	05_E6	1	5	run 49	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_05_E6_1_14069.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_06_F6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	06_F6	1	6	run 50	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_06_F6_1_14070.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_07_G6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	07_G6	1	7	run 51	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_07_G6_1_14071.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_09_A5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	09_A5	1	8	run 52	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_09_A5_1_14086.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_10_B5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	10_B5	1	9	run 53	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_10_B5_1_14087.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_11_A5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	11_A5	1	10	run 54	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_11_A5_1_14098.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
