source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[biorepository]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample storage temperature]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[treatment]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[nanopots chip version]	comment[sample preparation batch]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample preparation batch]	factor value[nanopots chip version]
HeLa_single_cell_glassRapid_3c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_3c	1	not applicable	not pooled	22	Substrate_comp_nanoPOTSChip_Rapid_Method_3c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_3c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_4c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_4c	1	not applicable	not pooled	23	Substrate_comp_nanoPOTSChip_Rapid_Method_4c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_4c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_5a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_5a	1	not applicable	not pooled	24	Substrate_comp_nanoPOTSChip_Rapid_Method_5a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_5a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_5c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_5c	1	not applicable	not pooled	25	Substrate_comp_nanoPOTSChip_Rapid_Method_5c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_5c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_PP_1b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_1b	1	not applicable	not pooled	1	Substrate_comp_Rapid_Method_Polypropylenechip_1b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_1b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_1d	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_1d	1	not applicable	not pooled	2	Substrate_comp_Rapid_Method_Polypropylenechip_1d	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_1d.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_2a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_2a	1	not applicable	not pooled	3	Substrate_comp_Rapid_Method_Polypropylenechip_2a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_2a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_2b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_2b	1	not applicable	not pooled	4	Substrate_comp_Rapid_Method_Polypropylenechip_2b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_2b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_2d	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_2d	1	not applicable	not pooled	5	Substrate_comp_Rapid_Method_Polypropylenechip_2d	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_2d.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_3a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_3a	1	not applicable	not pooled	6	Substrate_comp_Rapid_Method_Polypropylenechip_3a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_3a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_3c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_3c	1	not applicable	not pooled	7	Substrate_comp_Rapid_Method_Polypropylenechip_3c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_3c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_3d	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_3d	1	not applicable	not pooled	8	Substrate_comp_Rapid_Method_Polypropylenechip_3d	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_3d.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_4a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_4a	1	not applicable	not pooled	9	Substrate_comp_Rapid_Method_Polypropylenechip_4a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_4a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
HeLa_single_cell_PP_4b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	PP_4b	1	not applicable	not pooled	10	Substrate_comp_Rapid_Method_Polypropylenechip_4b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	injection-molded polypropylene nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_Rapid_Method_Polypropylenechip_4b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	injection-molded polypropylene nanowell chip
