source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[proteomics data acquisition method]
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_40min_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	2	2021_2_6_BS02_HelaDIA40mintrial2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_40min_tr3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	3	2021_2_6_BS02_HelaVDIA40mintrial3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DDA_90min_tr4	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	10 ppm	0.02 Da	NT=orbitrap;AC=MS:1000484	not available	not available	350m/z	900m/z	not applicable	not applicable	1	4	2021_2_6_BS04_Hela_DDA_90min_trial4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_40min_tr4	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	4	2021_2_8_BS01_HelaDIA40mintrial4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DDA_60min_tr5	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	10 ppm	0.02 Da	NT=orbitrap;AC=MS:1000484	not available	not available	350m/z	900m/z	not applicable	not applicable	1	5	2021_2_8_BS02_Hela_DDA_60mintrial5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_75min_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	1	2021_2_8_BS03_Hela-DIA_75mintrial1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DDA_30min_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	10 ppm	0.02 Da	NT=orbitrap;AC=MS:1000484	not available	not available	350m/z	900m/z	not applicable	not applicable	1	1	2021_2_8_BS05_Hela-30mintrial1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_30min_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	1	2021_2_8_BS06_Hela-30min_DIAtrial1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DDA_40min_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	10 ppm	0.02 Da	NT=orbitrap;AC=MS:1000484	not available	not available	350m/z	900m/z	not applicable	not applicable	1	2	2021_2_9_BS01_Hela_DDA_40mintrial2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DDA_30min_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	10 ppm	0.02 Da	NT=orbitrap;AC=MS:1000484	not available	not available	350m/z	900m/z	not applicable	not applicable	1	2	2021_2_9_BS02_Hela-30mintrial2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_30min_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	2	2021_2_9_BS03_Hela-30min_DIAtrial2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_10ng_DIA_75min_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	2	2021_2_9_BS04_Hela_DIA_75mintrial2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_200pg	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_200pg_DIA_20X20_200pg_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	1	2022-12-08_BS02_DIA_500-900_20X20_200pg_25kV.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_200pg	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_200pg_DIA_20X20_200pg_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	2	2022-12-08_BS03_DIA_500-900_20X20_200pg_25kV.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
HeLa_S3_digest_200pg	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	not applicable	NT=HeLa S3 cell;AC=CLO:0003696	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not applicable	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	pooled	1	HeLa_200pg_DIA_20X20_200pg_tr3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not available	not available	490m/z	910m/z	not applicable	not applicable	1	3	2022-12-08_BS04_DIA_500-900_20X20_200pg_25kV.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C1_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C1_D11_quasicellular	1	not pooled	1	Xla_C1_D11_quasi_DIA_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	1	2023-06-15_BS01_cell1_rep1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C1_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C1_D11_quasicellular	1	not pooled	1	Xla_C1_D11_quasi_DIA_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	2	2023-06-15_BS02_cell1_rep2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C1_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C1_D11_quasicellular	1	not pooled	1	Xla_C1_D11_quasi_DIA_tr3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	3	2023-06-15_BS03_cell1_rep3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C2_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C2_D11_quasicellular	1	not pooled	2	Xla_C2_D11_quasi_DIA_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	1	2023-06-15_BS04_cell2_rep1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C2_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C2_D11_quasicellular	1	not pooled	2	Xla_C2_D11_quasi_DIA_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	2	2023-06-15_BS05_cell2_rep2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C2_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C2_D11_quasicellular	1	not pooled	2	Xla_C2_D11_quasi_DIA_tr3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	3	2023-06-15_BS06_cell2_rep3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C3_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C3_D11_quasicellular	1	not pooled	3	Xla_C3_D11_quasi_DIA_tr1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	1	2023-06-15_BS07_cell3_rep1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
Xla_C3_D11_quasicellular	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=cleavage stage;AC=UBERON:0000107	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_C3_D11_quasicellular	1	not pooled	3	Xla_C3_D11_quasi_DIA_tr2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	not applicable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=orbitrap;AC=MS:1000484	not applicable	not applicable	490m/z	910m/z	not applicable	not applicable	1	2	2023-06-15_BS08_cell3_rep2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=Data-independent acquisition;AC=PRIDE:0000450
