source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[culture medium]	characteristics[phenotype]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[phenotype]
20230822_SingleCells_HPAF_26	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_26	1	26	run 137	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_27	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_27	1	27	run 138	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_28	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_28	1	28	run 139	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_29	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_29	1	29	run 140	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_3	1	3	run 141	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_30	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_30	1	30	run 142	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_4	1	4	run 143	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_5	1	5	run 144	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_6	1	6	run 145	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_7	1	7	run 146	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_8	1	8	run 147	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_9	1	9	run 148	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPDE_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_1	1	1	run 149	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_10	1	10	run 150	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_11	1	11	run 151	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_12	1	12	run 152	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_13	1	13	run 153	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_14	1	14	run 154	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_15	1	15	run 155	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_16	1	16	run 156	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_17	1	17	run 157	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_18	1	18	run 158	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_19	1	19	run 159	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_2	1	2	run 160	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_SingleCells_HPDE_20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPDE_20	1	20	run 161	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPDE_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
